id,location,sub_locality,property_type,estimated_price_per_sqft,demand_level,roi_category,infrastructure_score,zone_type,growth_potential,best_for,remarks
LKO-PROP-12949,Sarojini Nagar Phase 2,Sarojini Nagar Phase 2 - Sector F,Residential Plot,3813,Medium,High,7.0,Growth,Medium,Residential,
LKO-PROP-12950,Thakurganj,Thakurganj - Phase 5,Warehouse space,3308,Medium,Medium,6.0,Old City,Medium,Local Shops,
LKO-PROP-12951,Omaxe Residency,Omaxe Residency - Phase 2,Retail Shop,2753,Medium,Medium,6.0,Residential,Medium,Mixed Use,
LKO-PROP-12952,Golf City Extension,Golf City Extension - Phase 1,2BHK Apartment,2837,Medium,Medium,8.0,Planned,Medium,Residential,
LKO-PROP-12953,Gomti Riverfront Area,Gomti Riverfront Area - Sector J,2BHK Apartment,3648,High,High,10.0,Premium,Medium,Tourism|Luxury Business,
LKO-PROP-12954,Mawaiyya,Mawaiyya - Phase 2,Retail Shop,2486,Medium,Medium,7.0,Developing,Medium,Residential Business,
LKO-PROP-12955,Paper Mill Colony,Paper Mill Colony - Sector A,Warehouse space,3512,Medium,Medium,7.0,Residential,Medium,Housing,
LKO-PROP-12956,Vineet Khand,Vineet Khand - Sector J,1BHK Apartment,3620,High,High,9.0,Premium,Medium,Luxury Residential,
LKO-PROP-12957,Riverfront Extension,Riverfront Extension - Sector A,2BHK Apartment,3167,Medium,Medium,6.0,Residential,Medium,Mixed Use,
LKO-PROP-12958,Safedabad Extension,Safedabad Extension - Main Road,Residential Plot,2736,Medium,High,7.0,Growth,Medium,Expansion,
LKO-PROP-12959,Raebareli Road,Raebareli Road - Sector B,Retail Shop,1997,Medium,Medium,6.0,Developing,Medium,Warehousing,Developing outskirts
LKO-PROP-12960,Jankipuram Extension,Jankipuram Extension - Sector H,3BHK Apartment,3866,Medium,Medium,6.0,Residential,Medium,Mixed Use,
LKO-PROP-12961,Transport Nagar,Transport Nagar - Main Road,Commercial Plot,3699,Medium,High,7.0,Industrial,Medium,Logistics|Transport,
LKO-PROP-12962,Krishna Nagar,Krishna Nagar - Phase 1,Warehouse space,3600,Medium,Medium,7.0,Residential,Medium,Local Retail,
LKO-PROP-12963,South City Phase 2,South City Phase 2 - Sector F,Residential Plot,2902,Medium,Medium,7.0,Planned,Medium,Residential,
LKO-PROP-12964,Kanpur Road Extension,Kanpur Road Extension - Sector J,1BHK Apartment,3060,Medium,Medium,7.0,Developing,Medium,Transport,
LKO-PROP-12965,Naka Hindola,Naka Hindola - Phase 4,1BHK Apartment,2719,High,Medium,7.0,Transport Hub,Medium,Hotels|Retail,
LKO-PROP-12966,Bijnor Road,Bijnor Road - Sector G,Retail Shop,2388,Medium,High,7.0,Industrial Growth,High,Logistics|Airport Business,Airport side growth
LKO-PROP-12967,Naka Hindola,Naka Hindola - Sector A,Residential Plot,3147,High,Medium,7.0,Transport Hub,Medium,Hotels|Retail,
LKO-PROP-12968,Gomti Nagar Phase 4,Gomti Nagar Phase 4 - Phase 3,3BHK Apartment,3759,High,High,9.0,Premium Growth,Medium,Investment,
LKO-PROP-12969,Alambagh,Alambagh - Sector H,Commercial Plot,2892,High,Medium,8.0,Developed,Low-Medium,Retail|Transport,
LKO-PROP-12970,Sushant Golf City Extension,Sushant Golf City Extension - Phase 5,1BHK Apartment,2972,Medium,High,8.0,Planned Growth,Medium,Investment,
LKO-PROP-12971,Rajendra Nagar,Rajendra Nagar - Sector G,Commercial Plot,3114,High,Medium,7.0,Residential,Medium,Local Shops,
LKO-PROP-12972,Indira Nagar,Indira Nagar - Sector I,1BHK Apartment,4311,High,Medium,8.0,Premium,Low-Medium,Shops|Clinics,Established residential zone
LKO-PROP-12973,Golf City Extension,Golf City Extension - Phase 5,Warehouse space,2866,Medium,Medium,8.0,Planned,Medium,Residential,
LKO-PROP-12974,Kanpur Road Extension,Kanpur Road Extension - Sector I,Independent House,3818,Medium,Medium,7.0,Developing,Medium,Transport,
LKO-PROP-12975,Husainabad,Husainabad - Sector H,Commercial Plot,3544,High,Medium,7.0,Old City,Medium,Food|Tourism Business,
LKO-PROP-12976,Amausi Industrial Area,Amausi Industrial Area - Phase 5,3BHK Apartment,3101,Medium,High,8.0,Industrial Growth,Medium,Logistics|Warehouse,
LKO-PROP-12977,Lohia Path Area,Lohia Path Area - Sector A,Commercial Plot,2928,Medium,Medium,8.0,Developed,Medium,Residential,
LKO-PROP-12978,Sitapur Bypass,Sitapur Bypass - Phase 1,Warehouse space,2523,Low,Medium,5.0,Outer Growth,Medium,Low-cost Setup,
LKO-PROP-12979,Sitapur Bypass,Sitapur Bypass - Sector E,2BHK Apartment,3438,Low,Medium,5.0,Outer Growth,Medium,Low-cost Setup,
LKO-PROP-12980,Chowk,Chowk - Main Road,Warehouse space,3500,High,Medium,7.0,Old Commercial,Medium,Traditional Business,
LKO-PROP-12981,Ashiyana,Ashiyana - Phase 4,1BHK Apartment,3810,Medium,Medium,7.0,Residential,Medium,Residential Business,
LKO-PROP-12982,Gomti Nagar Phase 2,Gomti Nagar Phase 2 - Sector B,Warehouse space,2807,High,Medium,9.0,Premium,Medium,Residential,
LKO-PROP-12983,Sushant Golf City Extension,Sushant Golf City Extension - Sector H,Warehouse space,2580,Medium,High,8.0,Planned Growth,Medium,Investment,
LKO-PROP-12984,Sultanpur Road,Sultanpur Road - Sector J,1BHK Apartment,2169,Medium,High,9.0,Growth,High,Warehousing|Expansion,Emerging area strong growth
LKO-PROP-12985,Alambagh,Alambagh - Extension,Residential Plot,3078,High,Medium,8.0,Developed,Low-Medium,Retail|Transport,
LKO-PROP-12986,Indiranagar Sector 20,Indiranagar Sector 20 - Phase 4,2BHK Apartment,3603,High,Medium,8.0,Premium,Medium,Residential Business,
LKO-PROP-12987,Indiranagar Sector 20,Indiranagar Sector 20 - Sector B,3BHK Apartment,3294,High,Medium,8.0,Premium,Medium,Residential Business,
LKO-PROP-12988,Para Road,Para Road - Sector G,3BHK Apartment,3846,Medium,Medium,5.0,Developing,Medium,Low-cost Setup,
LKO-PROP-12989,Para Road,Para Road - Sector J,Residential Plot,3245,Medium,Medium,5.0,Developing,Medium,Low-cost Setup,
LKO-PROP-12990,Omaxe Residency,Omaxe Residency - Phase 5,Retail Shop,3680,Medium,Medium,6.0,Residential,Medium,Mixed Use,
LKO-PROP-12991,Deva Road,Deva Road - Phase 4,2BHK Apartment,3488,Medium,High,7.0,Growth,Medium,Investment,
LKO-PROP-12992,Indiranagar Sector 14,Indiranagar Sector 14 - Phase 2,Retail Shop,3774,High,Medium,8.0,Premium,Medium,Clinics|Shops,
LKO-PROP-12993,Amity University Road,Amity University Road - Phase 5,3BHK Apartment,2831,Medium,High,7.0,Growth,Medium,Student Business,
LKO-PROP-12994,Vikas Nagar,Vikas Nagar - Phase 3,Residential Plot,4379,Medium,Low,7.0,Premium,Low,Residential,Premium limited supply
LKO-PROP-12995,Raebareli Road Extension,Raebareli Road Extension - Inner Circle,Commercial Plot,2524,Medium,Medium,6.0,Developing,Medium,Warehousing,
LKO-PROP-12996,Kukrail Extension,Kukrail Extension - Sector A,Commercial Plot,3753,Medium,Medium,6.0,Residential,Medium,Mixed Use,
LKO-PROP-12997,DLF Garden City,DLF Garden City - Sector E,2BHK Apartment,3508,Medium,Medium,6.0,Residential,Medium,Mixed Use,
LKO-PROP-12998,Golf City Extension,Golf City Extension - Sector E,Commercial Plot,3306,Medium,Medium,8.0,Planned,Medium,Residential,
LKO-PROP-12999,Gosainganj,Gosainganj - Phase 5,2BHK Apartment,2702,Low,High,5.0,Outer Growth,Medium,Industrial|Farming,
LKO-PROP-13000,Manak Nagar,Manak Nagar - Phase 1,1BHK Apartment,3713,Medium,Medium,7.0,Industrial,Medium,Workshops,
LKO-PROP-13001,Matiyari,Matiyari - Sector H,Residential Plot,3032,Medium,High,7.0,Growth,Medium,Investment,
LKO-PROP-13002,Nishatganj Extension,Nishatganj Extension - Sector G,1BHK Apartment,2887,Medium,Medium,7.0,Developed,Medium,Retail,
LKO-PROP-13003,Indiranagar Sector 14,Indiranagar Sector 14 - Sector C,1BHK Apartment,3746,High,Medium,8.0,Premium,Medium,Clinics|Shops,
LKO-PROP-13004,Riverfront Extension Area,Riverfront Extension Area - Sector A,Warehouse space,3766,High,High,10.0,Premium,Medium,Tourism|Retail,
LKO-PROP-13005,Kukrail,Kukrail - Sector D,2BHK Apartment,2559,Medium,High,7.0,Growth,Medium,Residential Expansion,
LKO-PROP-13006,Hazratganj,Hazratganj - Sector E,2BHK Apartment,3564,Very High,Medium,10.0,Commercial Core,Medium,Luxury Retail,
LKO-PROP-13007,Dilkusha,Dilkusha - Inner Circle,3BHK Apartment,3501,Medium,Low,9.0,Premium,Medium,Residential,
LKO-PROP-13008,Kathauta Lake Area,Kathauta Lake Area - Phase 1,Warehouse space,3306,High,Medium,9.0,Premium,Medium,Cafes|Restaurants,
LKO-PROP-13009,Amity University Road,Amity University Road - Phase 4,Warehouse space,2773,Medium,High,7.0,Growth,Medium,Student Business,
LKO-PROP-13010,Eldeco Greens,Eldeco Greens - Phase 4,3BHK Apartment,3413,Medium,Medium,8.0,Planned,Medium,Residential Business,
LKO-PROP-13011,Nishatganj,Nishatganj - Sector H,Independent House,3236,Medium,Medium,7.0,Developed,Medium,Retail,
LKO-PROP-13012,Tiwariganj Extension,Tiwariganj Extension - Sector G,1BHK Apartment,3248,Medium,High,7.0,Growth,Medium,Investment,
LKO-PROP-13013,Raebareli Bypass,Raebareli Bypass - Sector J,Commercial Plot,2940,Low,High,6.0,Outer Growth,Medium,Industrial,
LKO-PROP-13014,Para Road,Para Road - Main Road,Retail Shop,2745,Medium,Medium,5.0,Developing,Medium,Low-cost Setup,
LKO-PROP-13015,Dilkusha,Dilkusha - Main Road,3BHK Apartment,2971,Medium,Low,9.0,Premium,Medium,Residential,
LKO-PROP-13016,Indiranagar Sector 20,Indiranagar Sector 20 - Sector C,Commercial Plot,3154,High,Medium,8.0,Premium,Medium,Residential Business,
LKO-PROP-13017,Omaxe Residency Area,Omaxe Residency Area - Sector I,Residential Plot,3189,Medium,Medium,8.0,Planned,Medium,Residential,
LKO-PROP-13018,Naka Hindola,Naka Hindola - Sector G,2BHK Apartment,2711,High,Medium,7.0,Transport Hub,Medium,Hotels|Retail,
LKO-PROP-13019,Vikas Nagar Extension,Vikas Nagar Extension - Sector I,Residential Plot,3258,Medium,Medium,7.0,Developed,Medium,Residential,
LKO-PROP-13020,Patrakarpuram,Patrakarpuram - Extension,1BHK Apartment,2441,High,Medium,9.0,Commercial,Medium,Retail|Food,
LKO-PROP-13021,Matiyari Extension,Matiyari Extension - Sector C,Residential Plot,3289,Medium,High,7.0,Growth,Medium,Investment,
LKO-PROP-13022,Kukrail Picnic Spot Area,Kukrail Picnic Spot Area - Sector D,1BHK Apartment,3515,Medium,High,7.0,Growth,Medium,Tourism Business,
LKO-PROP-13023,South City,South City - Sector B,Independent House,2890,Medium,Medium,6.0,Residential,Medium,Mixed Use,
LKO-PROP-13024,Thakurganj,Thakurganj - Phase 5,1BHK Apartment,2782,Medium,Medium,6.0,Old City,Medium,Local Shops,
LKO-PROP-13025,Bijnor Road,Bijnor Road - Inner Circle,Residential Plot,2167,Medium,High,7.0,Industrial Growth,High,Logistics|Airport Business,Airport side growth
LKO-PROP-13026,Vrindavan Yojna,Vrindavan Yojna - Sector C,Warehouse space,2488,Medium,Medium,8.0,Planned,Medium,Residential|Offices,
LKO-PROP-13027,Hazratganj,Hazratganj - Phase 1,2BHK Apartment,2407,Very High,Medium,10.0,Commercial Core,Medium,Luxury Retail,
LKO-PROP-13028,Sitapur Bypass,Sitapur Bypass - Sector I,2BHK Apartment,3102,Low,Medium,5.0,Outer Growth,Medium,Low-cost Setup,
LKO-PROP-13029,Riverfront Extension,Riverfront Extension - Phase 3,2BHK Apartment,2609,Medium,Medium,6.0,Residential,Medium,Mixed Use,
LKO-PROP-13030,Malhaur Extension,Malhaur Extension - Phase 2,Residential Plot,3684,Medium,High,7.0,Growth,Medium,Residential,
LKO-PROP-13031,Transport Nagar Extension,Transport Nagar Extension - Sector I,2BHK Apartment,2929,Medium,Medium,8.0,Industrial,Medium,Logistics,
LKO-PROP-13032,Jankipuram Extension,Jankipuram Extension - Sector G,Independent House,3488,Medium,Medium,6.0,Residential,Medium,Mixed Use,
LKO-PROP-13033,Transport Nagar Extension,Transport Nagar Extension - Sector B,Warehouse space,3021,Medium,Medium,8.0,Industrial,Medium,Logistics,
LKO-PROP-13034,Sarojini Nagar,Sarojini Nagar - Sector H,Retail Shop,2894,Medium,High,7.0,Growth,Medium,Investment,
LKO-PROP-13035,Naka Hindola,Naka Hindola - Phase 3,Commercial Plot,3185,High,Medium,7.0,Transport Hub,Medium,Hotels|Retail,
LKO-PROP-13036,Kathauta Extension,Kathauta Extension - Sector C,Independent House,2969,High,Medium,9.0,Premium,Medium,Cafes,
LKO-PROP-13037,Lohia Path Area,Lohia Path Area - Inner Circle,Commercial Plot,2783,Medium,Medium,8.0,Developed,Medium,Residential,
LKO-PROP-13038,Golf City Extension,Golf City Extension - Sector E,Residential Plot,3891,Medium,Medium,8.0,Planned,Medium,Residential,
LKO-PROP-13039,Aliganj,Aliganj - Phase 3,Warehouse space,2861,High,Medium,7.0,Developed,Medium,Coaching|Retail,
LKO-PROP-13040,Vineet Khand,Vineet Khand - Sector G,Independent House,2969,High,High,9.0,Premium,Medium,Luxury Residential,
LKO-PROP-13041,Chinhat Extension Phase 3,Chinhat Extension Phase 3 - Sector I,3BHK Apartment,2708,High,High,7.0,Growth,Medium,Investment,
LKO-PROP-13042,Anora Kala,Anora Kala - Phase 1,Independent House,3587,Medium,High,7.0,Growth,Medium,Residential Growth,
LKO-PROP-13043,Charbagh,Charbagh - Sector G,Retail Shop,3681,Very High,Medium,9.0,Commercial Core,Medium,Hotels|Food,
LKO-PROP-13044,Cantonment Extension,Cantonment Extension - Main Road,3BHK Apartment,3210,High,Medium,9.0,Premium,Medium,Residential,
LKO-PROP-13045,Anora Kala,Anora Kala - Sector F,Independent House,2635,Medium,High,7.0,Growth,Medium,Residential Growth,
LKO-PROP-13046,Kukrail Extension,Kukrail Extension - Phase 2,Warehouse space,3338,Medium,Medium,6.0,Residential,Medium,Mixed Use,
LKO-PROP-13047,Patrakarpuram,Patrakarpuram - Phase 3,Independent House,3443,High,Medium,9.0,Commercial,Medium,Retail|Food,
LKO-PROP-13048,Deva Road Extension,Deva Road Extension - Phase 4,Independent House,3113,Medium,High,7.0,Growth,Medium,Residential Growth,
LKO-PROP-13049,Eldeco Udyan,Eldeco Udyan - Sector A,Commercial Plot,2465,Medium,Medium,7.0,Planned,Medium,Residential,
LKO-PROP-13050,Lucknow Airport Zone,Lucknow Airport Zone - Sector G,Retail Shop,3606,High,High,9.0,Airport Zone,Medium,Hotels|Logistics,
LKO-PROP-13051,Sultanpur Road,Sultanpur Road - Phase 5,1BHK Apartment,2872,Medium,High,9.0,Growth,High,Warehousing|Expansion,Emerging area strong growth
LKO-PROP-13052,Mohanlalganj,Mohanlalganj - Phase 1,Residential Plot,1660,Low,High,5.0,Outer Growth,High,Long-term Investment,Outer area large plots
LKO-PROP-13053,Vikas Nagar,Vikas Nagar - Extension,Warehouse space,4484,Medium,Low,7.0,Premium,Low,Residential,Premium limited supply
LKO-PROP-13054,Gomti Nagar,Gomti Nagar - Sector E,1BHK Apartment,2215,High,Medium,9.0,Premium,Medium,Offices|Retail,Premium area high demand
LKO-PROP-13055,DLF Garden City,DLF Garden City - Sector D,1BHK Apartment,3620,Medium,Medium,6.0,Residential,Medium,Mixed Use,
LKO-PROP-13056,Tedhi Pulia Area,Tedhi Pulia Area - Sector H,Warehouse space,2625,High,Medium,7.0,Developed,Medium,Shops|Retail,
LKO-PROP-13057,Mohanlalganj,Mohanlalganj - Inner Circle,Independent House,2569,Low,High,5.0,Outer Growth,High,Long-term Investment,Outer area large plots
LKO-PROP-13058,Kapoorthala,Kapoorthala - Sector J,Residential Plot,3583,High,Medium,8.0,Commercial,Medium,Shops|Retail,
LKO-PROP-13059,Sarojini Nagar Phase 2,Sarojini Nagar Phase 2 - Sector E,Retail Shop,3210,Medium,High,7.0,Growth,Medium,Residential,
LKO-PROP-13060,Kukrail Picnic Spot Area,Kukrail Picnic Spot Area - Inner Circle,3BHK Apartment,3117,Medium,High,7.0,Growth,Medium,Tourism Business,
LKO-PROP-13061,Hazratganj,Hazratganj - Phase 4,3BHK Apartment,3187,Very High,Medium,10.0,Commercial Core,Medium,Luxury Retail,
LKO-PROP-13062,Hardoi Road,Hardoi Road - Sector E,2BHK Apartment,2463,Medium,Medium,6.0,Developing,Medium,Transport Business,
LKO-PROP-13063,Anora Extension,Anora Extension - Main Road,Residential Plot,2677,Medium,High,7.0,Growth,Medium,Residential,
LKO-PROP-13064,Sarojini Nagar,Sarojini Nagar - Sector B,3BHK Apartment,3054,Medium,High,7.0,Growth,Medium,Investment,
LKO-PROP-13065,IIM Road,IIM Road - Inner Circle,Commercial Plot,1299,Medium,Medium,6.0,Residential,High,Mixed Use,High growth (recent surge)
LKO-PROP-13066,Tedhi Pulia,Tedhi Pulia - Sector E,Commercial Plot,2754,Medium,Medium,6.0,Residential,Medium,Mixed Use,
LKO-PROP-13067,Park Road,Park Road - Phase 3,Retail Shop,3851,High,Medium,9.0,Commercial,Medium,Retail|Offices,
LKO-PROP-13068,Mahanagar,Mahanagar - Phase 4,3BHK Apartment,2583,Medium,Medium,9.0,Premium,Medium,Luxury Retail,
LKO-PROP-13069,Janeshwar Mishra Park Area,Janeshwar Mishra Park Area - Main Road,Commercial Plot,2911,High,High,9.0,Premium,Medium,Commercial|Tourism,
LKO-PROP-13070,Chinhat Extension Phase 2,Chinhat Extension Phase 2 - Phase 3,2BHK Apartment,2638,High,High,7.0,Growth,Medium,Shops,
LKO-PROP-13071,Jankipuram,Jankipuram - Inner Circle,2BHK Apartment,1712,High,Medium,6.0,Residential,Medium,Local Shops,Residential demand steady
LKO-PROP-13072,Chowk,Chowk - Sector D,Commercial Plot,3512,High,Medium,7.0,Old Commercial,Medium,Traditional Business,
LKO-PROP-13073,Gomti Nagar Phase 2,Gomti Nagar Phase 2 - Phase 2,2BHK Apartment,3790,High,Medium,9.0,Premium,Medium,Residential,
LKO-PROP-13074,Gaurabagh,Gaurabagh - Phase 1,Independent House,3132,Low,Medium,5.0,Outer Growth,Medium,Low-cost Setup,
LKO-PROP-13075,Riverfront Extension Area,Riverfront Extension Area - Phase 2,Residential Plot,2968,High,High,10.0,Premium,Medium,Tourism|Retail,
LKO-PROP-13076,Thakurganj,Thakurganj - Phase 4,2BHK Apartment,3778,Medium,Medium,6.0,Old City,Medium,Local Shops,
LKO-PROP-13077,Mahanagar,Mahanagar - Sector G,Retail Shop,3359,Medium,Medium,9.0,Premium,Medium,Luxury Retail,
LKO-PROP-13078,Tedhi Pulia Area,Tedhi Pulia Area - Sector A,2BHK Apartment,3270,High,Medium,7.0,Developed,Medium,Shops|Retail,
LKO-PROP-13079,Aminabad,Aminabad - Main Road,3BHK Apartment,2503,Very High,Medium,8.0,Commercial Core,Medium,Clothing|Retail,
LKO-PROP-13080,Rajendra Nagar,Rajendra Nagar - Sector C,Retail Shop,2828,High,Medium,7.0,Residential,Medium,Local Shops,
LKO-PROP-13081,Butler Colony,Butler Colony - Inner Circle,Warehouse space,3416,Medium,Low,9.0,Premium,Medium,Luxury Residential,
LKO-PROP-13082,Raebareli Bypass,Raebareli Bypass - Inner Circle,2BHK Apartment,2932,Low,High,6.0,Outer Growth,Medium,Industrial,
LKO-PROP-13083,MG Road,MG Road - Sector D,Commercial Plot,2773,Medium,Medium,6.0,Residential,Medium,Mixed Use,
LKO-PROP-13084,Tedhi Pulia Area,Tedhi Pulia Area - Phase 5,Retail Shop,2598,High,Medium,7.0,Developed,Medium,Shops|Retail,
LKO-PROP-13085,Deva Road,Deva Road - Phase 5,2BHK Apartment,3698,Medium,High,7.0,Growth,Medium,Investment,
LKO-PROP-13086,Vikas Nagar,Vikas Nagar - Sector G,2BHK Apartment,4163,Medium,Low,7.0,Premium,Low,Residential,Premium limited supply
LKO-PROP-13087,Sitapur Bypass,Sitapur Bypass - Main Road,3BHK Apartment,3450,Low,Medium,5.0,Outer Growth,Medium,Low-cost Setup,
LKO-PROP-13088,South City Phase 3,South City Phase 3 - Phase 4,3BHK Apartment,3668,Medium,Medium,7.0,Planned,Medium,Housing,
LKO-PROP-13089,Gomti Riverfront Area,Gomti Riverfront Area - Sector F,3BHK Apartment,3752,High,High,10.0,Premium,Medium,Tourism|Luxury Business,
LKO-PROP-13090,Tiwariganj Extension,Tiwariganj Extension - Phase 5,Commercial Plot,2673,Medium,High,7.0,Growth,Medium,Investment,
LKO-PROP-13091,Rajendra Nagar,Rajendra Nagar - Sector C,Retail Shop,3125,High,Medium,7.0,Residential,Medium,Local Shops,
LKO-PROP-13092,DLF Garden City,DLF Garden City - Sector H,Commercial Plot,3516,Medium,Medium,6.0,Residential,Medium,Mixed Use,
LKO-PROP-13093,Vineet Khand,Vineet Khand - Main Road,2BHK Apartment,2958,High,High,9.0,Premium,Medium,Luxury Residential,
LKO-PROP-13094,Riverfront Extension,Riverfront Extension - Sector C,1BHK Apartment,2515,Medium,Medium,6.0,Residential,Medium,Mixed Use,
LKO-PROP-13095,Airport Road Extension,Airport Road Extension - Main Road,2BHK Apartment,2662,Medium,High,8.0,Growth,Medium,Investment,
LKO-PROP-13096,Bijnor Extension,Bijnor Extension - Inner Circle,Retail Shop,3496,Medium,High,7.0,Industrial Growth,Medium,Logistics,
LKO-PROP-13097,Sarojini Nagar,Sarojini Nagar - Sector B,Residential Plot,3240,Medium,High,7.0,Growth,Medium,Investment,
LKO-PROP-13098,MG Road,MG Road - Sector H,1BHK Apartment,3141,Medium,Medium,6.0,Residential,Medium,Mixed Use,
LKO-PROP-13099,Chinhat,Chinhat - Sector I,Independent House,3612,High,High,7.0,Growth,High,Shops|Cloud Kitchen,
LKO-PROP-13100,Ansal Sushant,Ansal Sushant - Sector H,Warehouse space,3668,Medium,Medium,6.0,Residential,Medium,Mixed Use,
LKO-PROP-13101,Patrakarpuram Extension,Patrakarpuram Extension - Sector F,Residential Plot,2895,High,Medium,9.0,Commercial,Medium,Retail,
LKO-PROP-13102,Takrohi,Takrohi - Sector F,Commercial Plot,3092,Medium,Medium,6.0,Residential,Medium,Shops|Services,
LKO-PROP-13103,Thakurganj,Thakurganj - Sector D,2BHK Apartment,3281,Medium,Medium,6.0,Old City,Medium,Local Shops,
LKO-PROP-13104,Vikas Nagar Extension,Vikas Nagar Extension - Sector E,3BHK Apartment,3071,Medium,Medium,7.0,Developed,Medium,Residential,
